"Format","AiM CSV File"
"Session","23.077°N, 113.530°E"
"Vehicle","A03_AF25"
"Racer","AGX_26"
"Championship",""
"Comment",""
"Date","Sunday, January 25, 2026"
"Time","1:57 PM"
"Sample Rate","20"
"Duration","89"
"Segment","Session"
"Beacon Markers","89"
"Segment Times","1:29.000"

"Time","GPS Speed","GPS Nsat","GPS LatAcc","GPS LonAcc","GPS Slope","GPS Heading","GPS Gyro","GPS Altitude","GPS PosAccuracy","GPS SpdAccuracy","GPS Radius","GPS Latitude","GPS Longitude","LoggerTemp","External Voltage","Channel01","Channel02","Channel03","Channel04","Channel05","Channel06","Channel07","Channel08","InlineAcc","LateralAcc","VerticalAcc","Luminosity","L MOTOR SPEED","R MOTOR SPEED","L Motor Torque","R Motor Torque","Battery Volt","Battery Current","Battery Soc","Motor Ineff Flag","EBS Ineff Type","EBS Error Type","AS State Flag","R2D Flag dup 1","Motor Algorithm","RES State Flag","EBS State Flag","AMI Task Flag","State Flag","EBS Trig Latch","Drive State Flag","HV Flag dup 1","EBS Error Flag","EBS Ineff Flag","GC Lost Flag","ASB Ready Flag","Motor Error Info","Steer Offset Fla","Steer Motor Pst","Brake Pst","Acc-1","Acc-2","Ave Acc","Ave Brake","Ave Steer","Steer Sense","EBS Gas","Brake Gas","Brake Sense","IGBT Temp L","Motor Temp L","Motor Temp R","Inverter Temp L","Inverter Temp R","VehSpd","GYRO Z","AGX Finish Flag","AGX Speed","Steer AGX Pst","AGX Target dece","AGX End Flag","AGX Ready Flag","AGX Brake Flag","Distance on GPS Speed"
"s","km/h"," ","g","g","deg","deg","deg/s","m","mm","km/h","m","deg","deg","°C","V","mV","mV","mV","mV","mV","mV","mV","mV","g","g","g","%","rpm","rpm","Nm","Nm","V","A","%","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","%","%","#","#","deg","#","#","#","#","#","#","#","#","#","km/h","deg/s","#","km/h","#","#","#","#","#","m"

"28.000","9.4636","9","0.0879","-0.0156","-17.2302","39.0799","19.7188","-4.3570","29.3000","0.2829","7.6383","23.07721784","113.53029730","55.2109","11.2413","-71.8525","-71.4650","-71.7150","-73.7475","-73.1700","-71.2225","-73.1725","-73.3975","0.5439","0.6826","-2.1504","120.7500","1907.2106","1676.9474","-0.0186","1.5799","579.2000","1.3290","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","-46131.3984","0.0000","0.0000","0.0000","0.0000","0.0000","-40.0000","1703.3263","609.9158","2234.9158","952.8316","30.0000","2.0000","1.0000","30.0000","29.0000","11.0646","18.6983","0.0000","10.8000","-10.1293","0.0000","0.0000","0.0000","0.0000","61.6606"
"28.050","9.2863","14","0.0803","-0.0395","-17.7628","38.6794","18.0410","-4.4442","29.3000","0.2800","8.1922","23.07721873","113.53029823","55.1771","11.2480","-71.6550","-71.7950","-71.7175","-73.0450","-73.3025","-73.1225","-72.6825","-73.0175","0.6030","0.5984","-2.0518","120.7500","1899.3158","1686.4210","-0.0083","1.6985","579.2000","1.3290","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","-46359.9258","0.0000","0.0000","0.0000","0.0000","0.0000","-39.8000","1704.2000","608.8632","2233.8630","950.7263","30.0000","2.0000","1.0000","30.0000","29.0000","11.0674","19.1400","0.0000","10.8000","-10.1851","0.0000","0.0000","0.0000","0.0000","61.7909"
"28.100","9.0239","14","0.0564","-0.0642","-18.3889","39.6209","12.7530","-4.5384","29.3000","0.2800","11.2617","23.07721954","113.53029917","55.1250","11.2580","-70.8900","-71.0875","-72.4225","-72.9275","-73.0500","-73.5625","-72.6150","-72.4650","0.6680","0.5757","-2.0039","120.7500","1892.8948","1690.1052","0.0186","1.8997","579.2000","1.3467","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","-46571.5039","0.0000","0.0000","0.0000","0.0000","0.0000","-39.2737","1707.3579","609.1368","2234.5159","949.9474","30.0000","2.0000","1.0000","30.0000","29.0000","11.0872","19.4092","0.0000","10.8000","-10.2244","0.0000","0.0000","0.0000","0.0000","61.9182"
"28.150","8.7920","14","0.0416","-0.0836","-19.2786","41.0538","9.5530","-4.6763","29.3000","0.2800","14.6477","23.07722036","113.53030027","55.0990","11.2587","-73.4800","-71.6200","-71.5650","-72.5175","-72.9475","-73.3000","-72.2050","-73.3725","0.5994","0.7690","-2.1572","120.7396","1892.3684","1670.6316","0.1114","2.4309","579.2000","1.3909","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","-46746.2305","0.0000","0.0000","0.0000","0.0000","0.0000","-39.0000","1709.0000","615.4526","2242.9368","955.2105","30.0000","2.0000","1.0000","30.0000","29.0000","11.0328","20.2932","0.0000","10.8000","-10.1771","0.0000","0.0000","0.0000","0.0000","62.0421"
"28.200","8.6023","14","0.0395","-0.0955","-20.5323","43.1651","9.2365","-4.8746","29.3000","0.2800","14.8227","23.07722123","113.53030158","55.1120","11.2453","-71.3750","-71.9075","-71.7950","-72.6475","-72.5175","-72.9875","-72.3875","-73.5625","0.5605","0.7124","-2.1602","120.7135","1894.0526","1661.8948","0.1485","2.7595","579.1737","1.4885","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","-46753.0742","0.0000","0.0000","0.0000","0.0000","0.0000","-39.0000","1709.0000","619.2708","2247.8333","959.0000","30.0000","2.0000","1.0000","30.0000","29.0000","10.9860","21.0104","0.0000","10.8000","-10.1298","0.0000","0.0000","0.0000","0.0000","62.1633"
"28.250","8.5283","14","0.0463","-0.0924","-21.2674","44.4856","11.1357","-5.0294","29.3000","0.2800","12.1890","23.07722206","113.53030278","55.1250","11.2320","-70.2450","-72.0950","-71.5600","-73.3700","-74.0650","-72.9900","-72.1750","-73.8250","0.6277","0.6155","-2.0430","120.6875","1900.8948","1678.2106","0.0557","2.6151","579.1211","1.6396","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","-46680.6328","0.0000","0.0000","0.0000","0.0000","0.0000","-39.3053","1707.7789","616.6667","2243.6667","959.0000","30.0000","2.0000","1.0000","30.0000","29.0000","11.0610","19.5156","0.0000","10.8000","-10.0830","0.0000","0.0000","0.0000","0.0000","62.2821"
"28.300","8.6144","14","0.0653","-0.0685","-21.2861","44.7137","16.0948","-5.1242","29.3000","0.2800","8.5184","23.07722287","113.53030383","55.0859","11.2420","-72.0150","-71.9150","-71.1850","-72.4500","-74.3750","-72.5275","-72.3875","-73.6125","0.6455","0.6699","-2.0703","120.6615","1908.7894","1686.9474","-0.0041","2.6171","579.1000","1.7000","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","-46404.3164","0.0000","0.0000","0.0000","0.0000","0.0000","-39.8316","1705.6737","615.0000","2241.1914","959.0000","30.0000","2.0000","1.0000","30.0000","29.0000","11.1209","18.5196","0.0000","10.8000","-10.0365","0.0000","0.0000","0.0000","0.0000","62.4011"
"28.350","8.5854","14","0.0799","-0.0402","-21.5972","44.9899","20.0434","-5.2150","29.3000","0.2800","6.8173","23.07722362","113.53030481","55.0469","11.2520","-71.3250","-71.5600","-71.7550","-72.1975","-72.8525","-73.1200","-72.0175","-73.1950","0.6133","0.6892","-2.1094","120.6354","1918.2632","1684.3158","-0.0144","2.8389","579.1000","1.7000","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","-46344.6016","0.0000","0.0000","0.0000","0.0000","0.0000","-39.6421","1707.8632","615.0000","2241.7234","959.0000","30.0000","2.0000","1.0000","30.0000","29.0000","11.1018","20.1419","0.0000","10.8000","-9.9907","0.0000","0.0000","0.0000","0.0000","62.5206"
"28.400","8.3978","14","0.0887","-0.0058","-22.3120","45.3322","22.5968","-5.3005","29.3000","0.2800","5.9148","23.07722429","113.53030569","55.0547","11.2520","-70.9675","-71.6575","-71.4550","-71.3475","-73.3500","-72.5675","-71.2550","-73.7550","0.6436","0.6445","-2.0117","120.6094","1919.3158","1683.2632","-0.0170","2.9317","579.1000","1.7000","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","-46638.2852","0.0000","0.0000","0.0000","0.0000","0.0000","-39.1158","1712.0737","616.3187","2243.0549","959.2637","30.0000","2.0000","1.0000","30.0000","29.0000","11.0985","21.2269","0.0000","10.8000","-9.9909","0.0000","0.0000","0.0000","0.0000","62.6388"
"28.450","8.4315","14","0.0998","0.0305","-22.5096","46.0030","25.6332","-5.3981","29.3000","0.2821","5.2351","23.07722505","113.53030675","55.0938","11.2453","-70.6750","-71.5825","-71.3750","-72.9200","-73.1325","-72.2275","-72.0700","-73.4025","0.6558","0.6655","-2.0156","120.5833","1911.9474","1683.7894","-0.0119","2.8956","579.1000","1.7000","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","-46484.5586","0.0000","0.0000","0.0000","0.0000","0.0000","-39.4105","1709.7158","619.0659","2245.2527","959.8132","30.0000","2.0000","1.0000","30.0000","29.0000","11.1360","20.9300","0.0000","10.8000","-10.0451","0.0000","0.0000","0.0000","0.0000","62.7554"
"28.500","8.7709","14","0.1143","0.0697","-21.9933","47.1274","29.3367","-5.5127","29.3000","0.2871","4.7583","23.07722593","113.53030805","55.1198","11.2427","-70.8350","-71.4575","-72.0050","-71.7800","-73.0625","-72.9750","-72.3025","-73.5225","0.6025","0.6841","-2.1465","120.5521","1912.7894","1688.1052","-0.0098","2.8905","579.1000","1.7000","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","-45846.1367","0.0000","0.0000","0.0000","0.0000","0.0000","-39.9368","1705.5052","617.8936","2243.8936","958.9468","30.0000","2.0000","1.0000","30.0000","29.0000","11.1738","20.8185","0.0000","10.8000","-9.9906","0.0000","0.0000","0.0000","0.0000","62.8747"
"28.550","9.0821","14","0.1126","0.0991","-21.3419","49.0069","28.7270","-5.5865","29.3000","0.2879","5.0317","23.07722670","113.53030933","55.0938","11.2560","-71.5575","-71.0700","-71.3900","-72.1300","-72.9575","-72.8100","-72.3650","-73.7725","0.5889","0.6399","-2.1143","120.5000","1919.1052","1694.9474","-0.0098","2.9060","579.1000","1.7000","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","-45400.6406","0.0000","0.0000","0.0000","0.0000","0.0000","-39.5368","1706.3895","614.7021","2240.7021","957.3511","30.0000","2.0000","1.0000","30.0000","29.0000","11.2121","21.0366","0.0000","10.8000","-9.8506","0.0000","0.0000","0.0000","0.0000","62.9983"
"28.600","9.3540","14","0.0884","0.1149","-20.5040","51.9292","22.1612","-5.6041","29.3000","0.2829","6.7178","23.07722731","113.53031058","55.0677","11.2693","-71.0575","-72.3650","-71.0400","-72.7225","-73.3575","-72.2250","-72.7950","-73.5500","0.6436","0.6396","-1.9902","120.4479","1930.5790","1697.3684","-0.0134","2.7445","579.2407","1.7544","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","-45094.8516","0.0000","0.0000","0.0000","0.0000","0.0000","-39.0105","1707.9684","615.2857","2241.7144","958.2857","30.0000","2.0000","1.0000","30.0000","29.0000","11.2510","21.3926","0.0000","10.8000","-9.7505","0.0000","0.0000","0.0000","0.0000","63.1258"
"28.650","9.5196","14","0.0766","0.1283","-20.0665","53.9985","18.6641","-5.6423","29.3000","0.2800","8.1177","23.07722793","113.53031180","55.0521","11.2720","-70.6225","-71.8900","-73.5725","-71.5000","-73.3850","-73.0175","-72.0875","-73.5525","0.6416","0.6638","-2.0674","120.3750","1944.2632","1697.8948","-0.0186","2.5073","579.3969","1.8148","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","-44601.1680","0.0000","0.0000","0.0000","0.0000","0.0000","-39.0000","1712.6421","616.9341","2243.9121","959.9341","30.0000","2.0000","1.0000","30.0000","29.0000","11.2905","21.8981","0.0000","10.8000","-9.6711","0.0000","0.0000","0.0000","0.0000","63.2570"
"28.700","9.5383","14","0.0819","0.1386","-20.1819","54.8897","19.4048","-5.7087","29.3000","0.2800","7.8232","23.07722858","113.53031297","55.0391","11.2720","-70.9825","-71.7500","-71.7000","-72.2475","-73.1125","-72.7150","-71.3075","-72.8800","0.6021","0.6611","-2.1621","120.2969","1939.8422","1692.5264","-0.0196","2.3814","579.2437","1.6455","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","-44019.0625","0.0000","0.0000","0.0000","0.0000","0.0000","-38.9579","1717.3789","613.9362","2239.4043","955.9149","30.0000","2.0000","1.0000","30.0000","29.0000","11.3040","21.7821","0.0000","10.8000","-9.5284","0.0000","0.0000","0.0000","0.0000","63.3894"
"28.750","9.7049","14","0.0834","0.1461","-19.9200","55.0236","19.2581","-5.7713","29.3000","0.2800","8.0204","23.07722936","113.53031421","55.0417","11.2680","-71.6925","-71.0150","-71.6700","-71.5975","-72.4325","-72.6250","-71.8700","-73.4325","0.6301","0.6504","-2.0596","120.2292","1930.8948","1685.6842","-0.0196","2.2834","579.1000","1.4890","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","-43556.0117","0.0000","0.0000","0.0000","0.0000","0.0000","-38.4316","1722.1158","610.8737","2235.0000","951.8737","30.0000","2.0000","1.0000","30.0000","29.0000","11.3040","21.3459","0.0000","10.8000","-9.3658","0.0000","0.0000","0.0000","0.0000","63.5228"
"28.800","10.0755","14","0.0798","0.1497","-19.1369","54.1117","17.8859","-5.8288","29.3000","0.2800","8.9655","23.07723032","113.53031551","55.0677","11.2580","-71.4450","-72.5025","-71.2250","-71.8575","-71.9450","-74.0425","-72.1575","-73.5100","0.6284","0.6572","-2.0098","120.1771","1938.0526","1684.5264","-0.0150","2.3061","579.1000","1.4890","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","-43126.5352","0.0000","0.0000","0.0000","0.0000","0.0000","-37.8105","1728.2737","609.2947","2235.0000","950.2947","30.0000","2.0000","1.0000","30.0000","29.0000","11.3040","21.7128","0.0000","10.8000","-9.3263","0.0000","0.0000","0.0000","0.0000","63.6596"
"28.850","10.4021","14","0.0700","0.1481","-18.4549","54.1335","15.2787","-5.8742","29.3000","0.2779","10.8356","23.07723119","113.53031684","55.0938","11.2480","-71.3750","-71.5525","-71.4400","-71.9900","-72.3475","-72.4750","-71.7150","-73.2900","0.5586","0.5945","-2.1504","120.1250","1947.0000","1684.0000","-0.0098","2.3422","579.1000","1.4890","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","-42993.9492","0.0000","0.0000","0.0000","0.0000","0.0000","-36.7579","1740.9053","608.6631","2235.5684","949.8527","30.0000","2.0000","1.0000","30.0000","29.0000","11.3040","22.3063","0.0000","10.8000","-9.3068","0.0000","0.0000","0.0000","0.0000","63.8018"
"28.900","10.6677","14","0.0515","0.1394","-17.9125","55.4446","10.9661","-5.9030","29.3000","0.2729","15.4824","23.07723194","113.53031821","55.0938","11.2547","-70.9025","-72.0475","-71.2900","-72.7875","-72.9625","-73.5425","-74.5125","-73.7225","0.5850","0.5278","-2.0996","120.0729","1937.0000","1701.8948","-0.0046","1.7181","579.1000","1.4890","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","-42901.8438","0.0000","0.0000","0.0000","0.0000","0.0000","-36.0000","1749.8527","612.3474","2238.7263","954.5895","30.0000","2.0000","1.0000","30.0000","29.0000","11.2856","19.7053","0.0000","10.8000","-9.2125","0.0000","0.0000","0.0000","0.0000","63.9477"
"28.950","10.8757","14","0.0403","0.1163","-17.4597","56.2851","8.2700","-5.9256","29.3000","0.2721","20.9301","23.07723268","113.53031955","55.0938","11.2613","-69.8150","-70.8225","-72.1950","-72.6225","-72.3275","-73.1825","-72.4900","-73.3400","0.6299","0.5349","-1.9736","120.0208","1928.0526","1716.6842","0.0000","1.1378","579.1660","1.3226","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","-42490.9805","0.0000","0.0000","0.0000","0.0000","0.0000","-36.0000","1749.3263","615.2947","2241.4421","958.1473","30.0000","2.0000","1.0000","30.0000","29.0000","11.2635","17.2117","0.0000","10.8000","-9.1256","0.0000","0.0000","0.0000","0.0000","64.0966"
"29.000","11.0043","14","0.0390","0.0733","-17.1305","56.4755","7.8063","-5.9397","29.3000","0.2771","22.4356","23.07723342","113.53032086","55.1172","11.2640","-71.0425","-71.8750","-71.4825","-72.3000","-73.7625","-72.4850","-71.6325","-73.5125","0.5488","0.6899","-2.0781","119.9688","1928.5790","1703.5264","0.0000","0.9521","579.3308","0.9067","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","-42132.6016","0.0000","0.0000","0.0000","0.0000","0.0000","-36.0000","1751.0000","616.3474","2243.0210","958.6737","30.0000","2.0000","1.0000","30.0000","29.0000","11.2072","17.4825","0.0000","10.8000","-9.2019","0.0000","0.0000","0.0000","0.0000","64.2479"
"29.050","11.0745","12","0.0398","0.0415","-16.8161","56.8195","7.8062","-5.9476","29.3000","0.2800","22.5790","23.07723412","113.53032214","55.1562","11.2640","-70.8925","-71.3375","-71.7325","-72.6175","-72.8550","-73.0050","-71.8250","-72.7225","0.5596","0.6768","-2.0957","119.9167","1924.5790","1690.8948","0.0052","0.8964","579.8011","0.8446","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","-42452.6016","0.0000","0.0000","0.0000","0.0000","0.0000","-36.0000","1756.2632","616.6000","2243.3999","958.6000","30.0000","2.0000","1.0000","30.0000","29.0000","11.1508","17.8402","0.0000","10.8000","-9.2702","0.0000","0.0000","0.0000","0.0000","64.4012"
"29.100","11.0638","12","0.0435","0.0250","-16.5222","57.3757","8.4462","-5.9468","29.3000","0.2800","20.8480","23.07723475","113.53032337","55.1771","11.2647","-70.0250","-71.4500","-70.9200","-73.0025","-72.9925","-73.1250","-72.0850","-73.4025","0.6372","0.6494","-1.9805","119.8646","1902.4736","1680.3684","0.0309","1.3607","580.4926","1.0388","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","-42737.7383","0.0000","0.0000","0.0000","0.0000","0.0000","-36.0000","1758.7473","615.5474","2241.8210","957.5474","30.0000","2.0000","1.0000","30.0000","29.0000","11.0934","18.6540","0.0000","10.8000","-9.2965","0.0000","0.0000","0.0000","0.0000","64.5549"
"29.150","11.0067","12","0.0550","0.0037","-16.4060","58.4300","10.6187","-5.9572","29.3000","0.2800","16.4970","23.07723533","113.53032464","55.1250","11.2680","-70.5575","-71.1850","-71.1175","-71.9075","-73.6400","-71.2875","-71.8625","-72.9325","0.6143","0.6064","-2.0352","119.8125","1890.3158","1677.2632","0.0413","1.8697","580.7000","1.0970","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","-42864.0508","0.0000","0.0000","0.0000","0.0000","0.0000","-36.0000","1758.2211","616.7684","2243.2737","959.5263","30.0000","2.0000","1.0000","30.0000","29.0000","11.0626","19.1663","0.0000","10.8000","-9.3018","0.0000","0.0000","0.0000","0.0000","64.7084"
"29.200","10.8853","12","0.0775","-0.0242","-16.5350","60.1720","14.9076","-5.9831","29.3000","0.2800","11.6213","23.07723582","113.53032595","55.0729","11.2713","-71.6325","-71.8600","-71.3450","-72.2125","-72.8575","-71.8300","-72.0750","-72.3925","0.6328","0.5225","-2.0742","119.7604","1901.3684","1691.4736","0.0155","2.4835","580.7000","1.0970","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","-42775.6523","0.0000","0.0000","0.0000","0.0000","0.0000","-35.6947","1760.1368","620.4526","2248.0105","964.7895","30.0000","2.0000","1.0000","30.0000","29.0000","11.1005","18.9032","0.0000","10.8000","-9.2470","0.0000","0.0000","0.0000","0.0000","64.8609"
"29.250","10.7060","12","0.0890","-0.0496","-16.8276","61.0659","17.1354","-6.0286","29.3210","0.2800","9.9438","23.07723637","113.53032721","55.0938","11.2720","-71.1825","-71.6325","-71.0075","-72.5750","-72.6875","-72.7350","-71.6525","-73.6250","0.6580","0.5437","-2.0342","119.7292","1903.5790","1699.1578","0.0124","2.8312","580.7000","1.0970","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","-42135.1250","0.0000","0.0000","0.0000","0.0000","0.0000","-35.1684","1763.8210","618.9474","2246.9473","963.0316","30.0000","2.0000","1.0000","30.0000","29.0000","11.1315","18.5166","0.0000","10.8000","-9.1904","0.0000","0.0000","0.0000","0.0000","65.0114"
"29.300","10.4468","12","0.0852","-0.0716","-17.3462","60.7883","16.5172","-6.1012","29.3710","0.2800","10.0662","23.07723699","113.53032841","55.1328","11.2720","-70.9050","-71.4575","-70.8325","-72.5725","-73.4225","-72.9800","-71.2475","-73.2975","0.6230","0.5967","-2.0352","119.7031","1892.5264","1697.0526","0.0433","2.7796","580.7000","1.0970","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","-41947.1992","0.0000","0.0000","0.0000","0.0000","0.0000","-35.3579","1762.1368","613.6842","2241.6843","956.1895","30.0000","2.0000","1.0000","30.0000","29.0000","11.1513","17.9287","0.0000","10.8000","-9.1304","0.0000","0.0000","0.0000","0.0000","65.1591"
