"Time","GPS Speed","GPS Nsat","GPS LatAcc","GPS LonAcc","GPS Slope","GPS Heading","GPS Gyro","GPS Altitude","GPS PosAccuracy","GPS SpdAccuracy","GPS Radius","GPS Latitude","GPS Longitude","LoggerTemp","External Voltage","Channel01","Channel02","Channel03","Channel04","Channel05","Channel06","Channel07","Channel08","InlineAcc","LateralAcc","VerticalAcc","Luminosity","L MOTOR SPEED","R MOTOR SPEED","L Motor Torque","R Motor Torque","Battery Volt","Battery Current","Battery Soc","Motor Ineff Flag","EBS Ineff Type","EBS Error Type","AS State Flag","R2D Flag dup 1","Motor Algorithm","RES State Flag","EBS State Flag","AMI Task Flag","State Flag","EBS Trig Latch","Drive State Flag","HV Flag dup 1","EBS Error Flag","EBS Ineff Flag","GC Lost Flag","ASB Ready Flag","Motor Error Info","Steer Offset Fla","Steer Motor Pst","Brake Pst","Acc-1","Acc-2","Ave Acc","Ave Brake","Ave Steer","Steer Sense","EBS Gas","Brake Gas","Brake Sense","IGBT Temp L","Motor Temp L","Motor Temp R","Inverter Temp L","Inverter Temp R","VehSpd","GYRO Z","AGX Finish Flag","AGX Speed","Steer AGX Pst","AGX Target dece","AGX End Flag","AGX Ready Flag","AGX Brake Flag","Distance on GPS Speed"
"s","km/h"," ","g","g","deg","deg","deg/s","m","mm","km/h","m","deg","deg","°C","V","mV","mV","mV","mV","mV","mV","mV","mV","g","g","g","%","rpm","rpm","Nm","Nm","V","A","%","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","%","%","#","#","deg","#","#","#","#","#","#","#","#","#","km/h","deg/s","#","km/h","#","#","#","#","#","m"

"41.000","14.6754","9","0.0522","-0.0030","0.7665","-87.6417","7.1947","4.2580","16.8000","0.1200","32.4636","23.07699183","113.53023711","45.1156","11.3181","-83.8250","-84.9750","-84.2875","-86.0375","-87.9125","-86.6750","-85.5375","-88.3875","0.6255","0.6138","-2.0254","118.6396","2379.0000","2348.2527","1.1494","1.1421","546.7000","1.8410","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","15.8632","27.8632","0.0000","0.0000","6.4105","2325.2947","463.9053","2511.0000","952.9053","29.0000","6.0000","6.0000","27.0000","26.0000","14.5353","3.9347","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","133.7328"
"41.050","14.6393","9","0.0302","-0.0162","0.7113","-86.6131","4.1560","4.2536","16.8000","0.1200","56.0610","23.07699195","113.53023507","45.1547","11.3148","-83.2125","-84.4250","-83.5250","-85.7750","-87.0125","-86.1000","-85.2000","-87.1750","0.6611","0.5598","-2.0146","118.6656","2379.0000","2240.8843","1.1906","1.1111","546.7000","1.8410","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","15.3368","27.3368","0.0000","0.0000","7.9895","2349.5054","464.9579","2511.0000","953.9579","29.0000","6.0000","6.0000","27.0000","26.0000","14.5163","4.6189","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","133.9365"
"41.100","14.6135","9","0.0119","-0.0246","0.6740","-86.0366","1.6328","4.2560","16.7880","0.1200","142.4407","23.07699202","113.53023304","45.1833","11.3120","-83.9625","-84.8625","-84.4250","-85.6500","-86.9000","-86.5875","-85.6625","-87.2500","0.6201","0.4358","-2.0820","118.6875","2366.4946","2258.5684","1.2001","1.1709","546.7000","1.8410","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","15.1895","27.0000","0.0000","0.0000","9.0000","2364.0527","465.0000","2510.4946","952.9895","29.0000","6.0000","6.0000","27.0000","26.0000","14.4974","2.5208","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","134.1398"
"41.150","14.6204","9","0.0054","-0.0178","0.6929","-86.8914","0.7420","4.2805","16.7380","0.1200","313.6193","23.07699198","113.53023102","45.1573","11.3120","-83.7875","-85.5000","-84.7375","-86.1750","-87.2375","-86.5500","-85.9625","-87.5750","0.5735","0.3917","-2.1240","118.6875","2352.2842","2293.3052","1.2053","1.2432","546.7000","1.8410","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","15.7158","27.0000","0.0000","0.0000","9.0000","2361.4211","465.0000","2510.0315","952.0316","29.0000","6.0000","6.0000","27.0000","26.0000","14.4784","-1.7634","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","134.3428"
"41.200","14.5940","9","-0.0017","-0.0132","0.7554","-87.7054","-0.2311","4.3077","16.7000","0.1200","1005.2355","23.07699195","113.53022902","45.1312","11.3120","-83.9875","-84.9750","-84.8000","-86.5125","-87.2625","-86.8000","-85.6500","-87.7250","0.5854","0.4785","-2.0840","118.6875","2338.5894","2363.6316","1.1498","1.1688","546.7916","1.9094","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","16.2421","26.7579","0.0000","0.0000","8.7579","2358.0632","465.0000","2510.5579","952.5579","29.0000","6.0000","6.0000","27.0000","26.0000","14.4720","-2.4558","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","134.5459"
"41.250","14.4624","9","-0.0105","-0.0159","0.9558","-88.3903","-1.4642","4.3439","16.7000","0.1200","157.2045","23.07699195","113.53022707","45.1052","11.3095","-84.4125","-84.9125","-84.8125","-86.9625","-86.9500","-86.5750","-85.9125","-87.5500","0.5754","0.5430","-2.0830","118.6875","2326.0000","2428.7473","1.1050","1.1050","546.9495","2.0273","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","16.7684","26.2316","0.0000","0.0000","8.2316","2353.8525","465.0000","2511.0000","952.8316","29.0000","6.0000","6.0000","27.0000","26.0000","14.4720","-1.2979","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","134.7480"
"41.300","14.3724","9","-0.0188","-0.0179","1.0781","-88.7500","-2.6212","4.3674","16.6880","0.1200","87.2660","23.07699200","113.53022511","45.0792","11.3061","-83.8500","-84.6375","-85.0625","-87.3625","-86.8750","-87.1000","-85.5500","-87.7500","0.5298","0.5664","-2.1289","118.6875","2326.0000","2425.5894","1.1979","1.1979","547.0716","2.1480","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","17.0000","26.2947","0.0000","0.0000","7.4105","2343.4526","465.0000","2511.0000","951.7789","29.0000","6.0000","6.0000","27.0000","26.0000","14.4576","-0.8240","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","134.9486"
"41.350","14.4144","9","-0.0254","-0.0183","0.9530","-88.0800","-3.5374","4.3503","16.6380","0.1200","64.8536","23.07699216","113.53022313","45.0766","11.3064","-83.8375","-85.3125","-84.5750","-86.2375","-86.6750","-87.0500","-84.9375","-87.5625","0.5132","0.5171","-2.1660","118.6875","2323.4421","2408.7896","1.2898","1.2842","547.1769","2.2701","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","17.0000","26.8211","0.0000","0.0000","6.3579","2328.1895","464.7263","2510.8630","950.7263","29.0000","6.0000","6.0000","27.0000","26.0000","14.4386","-0.5661","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","135.1485"
"41.400","14.4444","9","-0.0335","-0.0175","0.8948","-87.6796","-4.6864","4.3410","16.6000","0.1200","49.0551","23.07699233","113.53022116","45.1156","11.3131","-84.7750","-86.0500","-85.3375","-86.4875","-87.0750","-87.2000","-85.8125","-87.3500","0.5566","0.4380","-2.1211","118.6875","2309.2317","2329.8420","1.3775","1.3409","547.2000","2.2970","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","17.0000","27.0000","0.0000","0.0000","5.6526","2319.5264","463.6737","2510.3369","949.6737","29.0000","6.0000","6.0000","27.0000","26.0000","14.4197","-1.7702","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","135.3488"
"41.450","14.4369","9","-0.0469","-0.0131","1.0488","-88.1324","-6.5727","4.3563","16.6000","0.1200","34.9584","23.07699252","113.53021922","45.1547","11.3197","-83.8500","-85.6375","-84.9625","-87.9250","-87.2375","-86.5500","-85.4625","-87.2625","0.5962","0.4557","-2.0645","118.6875","2306.3684","2273.1475","1.4189","1.3688","547.2000","2.2970","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","17.0000","27.0000","0.0000","0.0000","5.1263","2314.2632","463.3789","2510.0000","949.0000","29.0000","6.0000","6.0000","27.0000","26.0000","14.4007","-3.2123","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","135.5494"
"41.500","14.4221","9","-0.0521","-0.0087","1.1539","-88.6389","-7.3107","4.3640","16.5880","0.1200","31.3971","23.07699267","113.53021727","45.1688","11.3200","-84.9125","-85.8500","-84.8625","-87.1500","-87.1000","-86.9750","-85.9125","-86.7000","0.6294","0.5356","-2.0449","118.6875","2332.6843","2273.6736","1.3416","1.3224","547.2000","2.2970","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","16.6000","26.6000","0.0000","0.0000","5.4000","2314.2000","464.4316","2510.0000","949.0000","29.0000","6.0000","6.0000","27.0000","26.0000","14.4000","-2.2342","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","135.7499"
"41.550","14.3842","9","-0.0314","-0.0041","1.1039","-89.3153","-4.4124","4.3472","16.5380","0.1200","51.8832","23.07699274","113.53021527","45.1818","11.3200","-84.0000","-85.6875","-85.3250","-86.4250","-87.5625","-86.4250","-85.2125","-87.3125","0.5632","0.6150","-2.1582","118.6875","2349.3999","2295.0000","1.2936","1.2838","547.2000","2.2970","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","16.0737","26.0737","0.0000","0.0000","5.9263","2315.7791","465.0000","2509.7578","950.2105","29.0000","6.0000","6.0000","27.0000","26.0000","14.4000","-1.1221","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","135.9500"
"41.600","14.3570","9","-0.0125","-0.0006","1.0557","-89.6565","-1.7604","4.3343","16.5000","0.1200","129.7986","23.07699279","113.53021328","45.1656","11.3200","-83.7875","-84.4750","-84.9375","-86.0625","-86.5375","-86.1500","-85.2500","-87.2500","0.5273","0.6133","-2.1855","118.6729","2350.4526","2350.2632","1.2936","1.2580","546.9421","2.1799","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","16.0000","26.9053","0.0000","0.0000","5.5474","2311.4736","465.0000","2509.2317","952.8421","29.0000","6.0000","6.0000","27.0000","26.0000","14.4000","0.5095","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","136.1497"
"41.650","14.3639","9","0.0008","-0.0002","1.0135","-88.9365","0.1118","4.3339","16.5000","0.1200","2044.0016","23.07699279","113.53021131","45.1266","11.3200","-84.7125","-84.4875","-85.0625","-85.7500","-86.2500","-86.9750","-85.3625","-87.6375","0.6184","0.5425","-2.0439","118.6469","2338.1157","2364.8525","1.2986","1.2793","546.7126","2.0765","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","16.0000","27.9579","0.0000","0.0000","5.0211","2306.2104","465.5895","2509.5894","953.1158","29.0000","6.0000","6.0000","27.0000","26.0000","14.3939","1.6686","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","136.3491"
"41.700","14.3785","9","0.0096","0.0009","0.9693","-88.4227","1.3555","4.3339","16.5000","0.1200","168.8217","23.07699283","113.53020932","45.0896","11.3189","-83.9875","-85.9625","-84.6750","-86.2375","-86.3500","-86.5875","-85.5250","-87.7500","0.6616","0.4875","-1.9746","118.6250","2311.2737","2335.3789","1.3089","1.3515","546.8705","2.1581","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","15.4947","28.0000","0.0000","0.0000","5.5053","2314.0842","466.6421","2510.6421","951.5369","29.0000","6.0000","6.0000","27.0000","26.0000","14.3560","0.3476","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","136.5487"
"41.750","14.4176","9","0.0043","0.0043","0.9184","-88.5618","0.6087","4.3357","16.5000","0.1200","376.9794","23.07699297","113.53020726","45.0635","11.3123","-84.4500","-85.9625","-85.0625","-86.8750","-86.8250","-86.5875","-85.1125","-88.5000","0.5994","0.4761","-2.0947","118.6250","2309.1580","2323.0000","1.3700","1.4147","547.0000","2.2250","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","15.0316","27.9684","0.0000","0.0000","5.9368","2321.1790","466.6526","2511.3474","952.0421","29.0000","6.0000","6.0000","27.0000","26.0000","14.3280","-0.6724","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","136.7486"
"41.800","14.4384","9","-0.0000","0.0053","0.8608","-88.8456","-0.0012","4.3355","16.4880","0.1200","10000.0000","23.07699306","113.53020522","45.0375","11.3056","-85.2250","-86.2250","-84.9375","-87.0000","-87.6375","-87.4250","-86.0000","-87.7375","0.5698","0.4949","-2.1875","118.6250","2324.9473","2323.0000","1.4680","1.4714","547.0000","2.2250","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","15.5579","27.4421","0.0000","0.0000","4.8842","2307.4946","466.1263","2511.8738","953.6210","29.0000","6.0000","6.0000","27.0000","26.0000","14.3280","-0.8356","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","136.9489"
"41.850","14.4010","9","-0.0013","-0.0011","0.7820","-89.5877","-0.1777","4.3293","16.4380","0.1200","1289.9866","23.07699298","113.53020321","45.0609","11.3091","-84.4250","-85.4625","-84.5250","-86.9500","-86.2625","-86.5750","-85.1000","-86.6500","0.6174","0.5483","-2.0996","118.6250","2333.9368","2333.3789","1.4257","1.4265","547.0000","2.2250","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","16.1684","27.0000","0.0000","0.0000","4.0842","2296.8420","465.6000","2512.0000","952.8000","29.0000","6.0000","6.0000","27.0000","26.0000","14.3280","-0.2048","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","137.1493"
"41.900","14.3675","9","-0.0004","-0.0058","0.7301","-89.8733","-0.0543","4.3298","16.4000","0.1200","4213.7002","23.07699295","113.53020120","45.1000","11.3157","-83.7375","-85.6500","-85.0375","-85.9875","-87.8750","-87.0125","-85.0125","-87.1375","0.6392","0.5942","-1.9902","118.6250","2339.7263","2348.6421","1.3174","1.3336","547.0000","2.2250","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","17.2211","27.0000","0.0000","0.0000","4.6105","2302.1052","465.0737","2512.0000","951.2211","29.0000","6.0000","6.0000","27.0000","26.0000","14.3280","1.8373","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","137.3492"
"41.950","14.3461","9","0.0072","-0.0052","0.7637","-88.7135","1.0186","4.3516","16.4000","0.1200","224.1484","23.07699306","113.53019922","45.1109","11.3188","-84.2750","-85.6000","-81.2875","-86.3500","-87.2750","-86.8875","-85.2125","-86.7625","0.6150","0.5898","-2.0322","118.6250","2332.3789","2290.8315","1.3057","1.2689","547.0000","2.2250","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","18.0000","27.0000","0.0000","0.0000","5.2737","2310.3789","465.0000","2512.9053","951.9053","29.0000","6.2421","6.2421","27.0000","26.0000","14.3018","3.1797","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","137.5487"
"42.000","14.3457","9","0.0105","-0.0053","0.7632","-87.8238","1.4703","4.3643","16.4000","0.1200","155.2926","23.07699315","113.53019722","45.0719","11.3155","-84.4875","-85.3625","-84.1625","-86.1500","-87.4500","-86.4625","-85.7000","-86.5750","0.5625","0.5791","-2.1758","118.6250","2321.3264","2212.4106","1.3211","1.2122","547.0000","2.2250","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","18.0000","27.0000","0.0000","0.0000","6.3263","2327.2209","465.0000","2513.9580","952.9579","29.0000","6.7684","6.7684","27.0000","26.0000","14.2450","3.7007","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","137.7479"
"42.050","14.4118","9","-0.0003","-0.0078","0.6548","-87.7891","-0.0455","4.3479","16.4000","0.1200","5035.8975","23.07699317","113.53019516","45.0328","11.3121","-84.3500","-85.3125","-83.9750","-86.3625","-86.8625","-86.5250","-85.4125","-86.9625","0.5662","0.5269","-2.1514","118.6250","2325.5579","2232.6421","1.3275","1.2281","546.8737","2.1631","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","17.6211","27.0000","0.0000","0.0000","7.1895","2340.2737","465.0000","2512.4841","951.9895","29.0000","7.0000","7.0000","27.0000","26.0000","14.2412","3.3110","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","137.9474"
"42.100","14.4290","9","-0.0113","-0.0109","0.4830","-88.2120","-1.5986","4.3218","16.3880","0.1200","143.6562","23.07699311","113.53019311","45.0812","11.3088","-84.7625","-84.8625","-84.8875","-86.8375","-86.6875","-86.3125","-84.2625","-87.8625","0.6045","0.5498","-2.0391","118.6500","2331.8738","2266.3264","1.3327","1.2539","546.6105","2.0342","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","16.5684","27.0000","0.0000","0.0000","7.7158","2346.5894","464.9368","2510.9368","950.9368","29.0000","7.0000","7.0000","27.0000","26.0000","14.2791","2.2058","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","138.1476"
"42.150","14.2915","9","-0.0232","-0.0158","0.1107","-90.0842","-3.2695","4.2649","16.3380","0.1200","69.5694","23.07699284","113.53019110","45.1333","11.3055","-84.2250","-84.7000","-85.4375","-86.0875","-87.2375","-85.9500","-85.2500","-87.4625","0.6052","0.5823","-2.0625","118.6760","2334.5789","2300.5264","1.2216","1.2089","546.4695","2.0066","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","16.2421","27.2421","0.0000","0.0000","8.9684","2363.0737","463.8842","2509.8843","949.8842","29.0000","7.0000","7.0000","27.0000","26.0000","14.2545","2.8964","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","138.3473"
"42.200","14.1809","9","-0.0297","-0.0186","-0.1868","-91.1781","-4.1894","4.2205","16.3000","0.1200","53.8730","23.07699265","113.53018909","45.1562","11.3040","-84.3125","-84.5875","-84.7500","-86.7750","-87.1250","-86.2250","-84.6125","-88.3625","0.5796","0.5312","-2.1074","118.7021","2336.4106","2330.4841","1.1222","1.1658","546.4169","2.0523","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","16.7684","27.7684","0.0000","0.0000","11.0737","2391.4946","463.3369","2509.4211","949.4211","29.0000","7.0000","7.0000","27.0000","26.0000","14.1976","4.5122","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","138.5454"
"42.250","14.1556","9","-0.0193","-0.0152","-0.2468","-89.8071","-2.7312","4.2160","16.3000","0.1200","82.4886","23.07699272","113.53018710","45.1562","11.3040","-83.3250","-85.1125","-85.0125","-85.9500","-86.3625","-86.2625","-85.0250","-88.1250","0.5742","0.4750","-2.1094","118.7281","2329.0420","2311.5369","1.1840","1.1606","546.4000","2.0670","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","16.7053","28.0000","0.0000","0.0000","12.2947","2407.5369","465.4421","2512.0527","952.0526","29.0000","6.6000","6.6000","27.0000","26.0000","14.1840","2.8760","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","138.7423"
"42.300","14.1653","9","-0.0116","-0.0113","-0.2930","-88.7858","-1.6386","4.2114","16.3000","0.1200","137.5887","23.07699278","113.53018511","45.1562","11.3040","-84.2625","-83.2500","-84.4250","-86.6375","-87.1875","-86.8500","-85.3375","-87.1500","0.6338","0.4766","-2.0547","118.7417","2317.0315","2304.8105","1.2274","1.1666","546.4000","2.0670","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","16.1789","28.0000","0.0000","0.0000","12.8211","2413.8525","466.8632","2513.5894","953.5895","29.0000","6.0737","6.0737","27.0000","26.0000","14.1840","0.2128","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","138.9389"
